show_id,category,title,director,country,release_date,rating,duration,type,description,date
s1963,TV Show,El Reemplazante,,Chile,4/4/2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A former high-ranking financial executive finds redemption and romance when he's paroled after a prison sentence and becomes a math teacher.,4/4/2020
s1964,TV Show,El señor de los Cielos,,"United States, Mexico, Colombia",30/4/2020,TV-MA,7 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.,30/4/2020
s1965,Movie,El sendero de la anaconda,Alessandro Angulo,Colombia,15/11/2019,TV-14,74 min,"Documentaries, International Movies","In the most remote areas of the Amazon jungle, a writer and his anthropologist friend meet communities who have resisted change for centuries.",15/11/2019
s1966,Movie,El silencio es bienvenido,Gabriela García Rivas,Mexico,20/3/2020,TV-14,95 min,"Dramas, Independent Movies, International Movies","As a teen languishes during a spiritless road trip, she learns of the troubles in her parents' marriage as a crisis in her country looms.",20/3/2020
s1967,Movie,El testigo,Kate Horne,"Colombia, Peru, United Kingdom",28/6/2019,TV-14,73 min,"Documentaries, International Movies",Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.,28/6/2019
s1968,TV Show,El Vato,,United States,24/2/2018,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.",24/2/2018
s1969,Movie,El Viaje: Márama y Rombai,Federico Lemos,,18/10/2017,TV-PG,79 min,"Children & Family Movies, Documentaries, International Movies",Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.,18/10/2017
s1970,Movie,El-Khawaga's Dilemma,Peter Mimi,Egypt,15/10/2020,TV-14,94 min,"Action & Adventure, Comedies, International Movies","After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends.",15/10/2020
s1971,Movie,Elaan,K. Ramanlal,India,1/4/2017,TV-14,143 min,"Action & Adventure, Cult Movies, International Movies","Journalist Naresh is hired to probe illegal activities on an island. When he's captured, a fellow prisoner gives him a ring with magic powers.",4/1/2017
s1972,Movie,Elena,Petra Costa,"Brazil, United States",1/9/2019,TV-14,81 min,"Documentaries, International Movies","In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting.",9/1/2019
s1973,Movie,Elephants Dream 4 Hour,Bassam Kurdali,Netherlands,23/8/2018,TV-MA,196 min,"International Movies, Sci-Fi & Fantasy","Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short.",23/8/2018
s1974,Movie,Elevator Baby,Akhigbe Ilozobhie,Nigeria,20/6/2020,TV-MA,84 min,"Dramas, International Movies","A chance encounter brings a brash, wealthy young man and an underprivileged woman together when they get stuck in an elevator and she goes into labor.",20/6/2020
s1975,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,United States,1/11/2020,TV-Y,28 min,Children & Family Movies,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.,11/1/2020
s1976,Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,United States,1/11/2020,TV-Y,27 min,Children & Family Movies,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic.",11/1/2020
s1977,Movie,Eli,Ciarán Foy,United States,18/10/2019,TV-MA,98 min,Horror Movies,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",18/10/2019
s1978,Movie,Elisa & Marcela,Isabel Coixet,Spain,7/6/2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies","In 1901 Spain, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas. Based on true events.",6/7/2019
s1979,TV Show,Elite,,Spain,13/3/2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.",13/3/2020
s1980,Movie,Elizabeth at 90: A Family Tribute,John Bridcut,United Kingdom,22/5/2017,TV-G,90 min,Documentaries,A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday.,22/5/2017
s1981,Movie,Elizabeth Harvest,Sebastian Gutierrez,United States,1/8/2020,R,109 min,"Dramas, Sci-Fi & Fantasy","When a young newlywed enters the one chamber in her husband’s mansion that’s off-limits, she faces the horrifying consequences of defying the rules.",8/1/2020
s1982,TV Show,Ellen DeGeneres: Relatable,"Joel Gallen, Tig Notaro",United States,18/12/2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way.",18/12/2018
s1983,Movie,Elles étaient en guerre (1914-1918),"Fabien Beziat, Hugues Nancy",France,31/12/2017,TV-14,93 min,"Documentaries, International Movies",Trace the overlapping journeys of exceptional women swept up in World War I and hear their tales of bravery on history's front lines.,31/12/2017
s1984,Movie,Elles étaient en guerre 1939-1945,"Hugues Nancy, Fabien Beziat",,1/3/2018,TV-MA,92 min,"Documentaries, International Movies","Mothers, nurses, soldiers and deportees – these women fought against persecution for freedom and survival amid the turbulence of World War II.",3/1/2018
s1985,Movie,Elles ont toutes une histoire,Nils Tavernier,,31/12/2017,TV-PG,49 min,"Documentaries, International Movies","From Asia, Africa and Latin America, five women share extraordinary stories of strength and determination in the face of violence and inequality.",31/12/2017
s1986,Movie,Elliot the Littlest Reindeer,Jennifer Westcott,Canada,1/11/2020,PG,90 min,Children & Family Movies,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts.",11/1/2020
s1987,Movie,Elstree 1976,Jon Spira,United Kingdom,6/9/2016,TV-PG,102 min,Documentaries,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever.",9/6/2016
s1988,Movie,Emelie,Michael Thelin,United States,2/8/2018,TV-MA,82 min,"Horror Movies, Thrillers","A suburban couple hires a new sitter to watch their three kids for the night, unaware that the young woman isn't who she claims to be.",8/2/2018
s1989,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,India,15/5/2019,TV-14,128 min,"Comedies, Dramas, International Movies",A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.,15/5/2019
s1990,Movie,Emicida: AmarElo - It’s All For Yesterday,,Brazil,8/12/2020,TV-MA,90 min,"Documentaries, International Movies, Music & Musicals","Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture.",12/8/2020
s1991,TV Show,Emily in Paris,,United States,2/10/2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance.",10/2/2020
s1992,TV Show,Emily's Wonder Lab,,United States,25/8/2020,TV-Y,1 Season,Kids' TV,"Science-loving host Emily Calandrelli makes STEAM fun with activities, demonstrations and at-home experiments that'll make you think — and blow your mind!",25/8/2020
s1993,Movie,Emma' (Mother),Riri Riza,Indonesia,5/10/2018,TV-PG,74 min,"Dramas, International Movies","In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life.",10/5/2018
s1994,Movie,Emo the Musical,Neil Triffett,Australia,1/2/2018,TV-MA,94 min,"Dramas, International Movies, Music & Musicals","Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him.",2/1/2018
s1995,TV Show,Emogenius,,United States,15/12/2018,TV-PG,1 Season,Reality TV,"Two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize.",15/12/2018
s1996,TV Show,Empire Games,,"Czech Republic, United States",5/10/2018,TV-14,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,10/5/2018
s1997,Movie,Empire of Scents,Kim Nguyen,"Canada, France, Italy, Morocco, United States",1/1/2018,TV-14,87 min,"Documentaries, International Movies",This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences.,1/1/2018
s1998,Movie,Employee of the Month,Greg Coolidge,United States,1/10/2020,PG-13,108 min,"Comedies, Romantic Movies",Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.,10/1/2020
s1999,TV Show,Encerrados,,,18/6/2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","This fictional series tells the stories of what happens to people when they feel caged in, whether physically, psychologically or emotionally.",18/6/2018
s2000,Movie,Encounter: The Killing,Ajay Phansekar,India,31/12/2019,TV-14,151 min,"Dramas, Independent Movies, International Movies","After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body.",31/12/2019
s2001,TV Show,Encounters with Evil,,United Kingdom,12/7/2019,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals.",7/12/2019
s2002,Movie,End Game,"Rob Epstein, Jeffrey Friedman",United States,4/5/2018,TV-PG,40 min,Documentaries,"Facing an inevitable outcome, terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death.",5/4/2018
s2003,Movie,End of Watch,David Ayer,United States,23/11/2019,R,109 min,Action & Adventure,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",23/11/2019
s2004,TV Show,Enemigo íntimo,,,8/8/2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas","Siblings separated as children who no longer recognize each other are pitted against each other in a war involving drugs, crime and betrayal.",8/8/2018
s2005,Movie,Enemy,Denis Villeneuve,"Canada, Spain, France",15/7/2018,R,91 min,"Independent Movies, Thrillers","When a humdrum academic spots his double in a movie, he launches a search that leads him to a small-time actor who looks exactly like him.",15/7/2018
s2006,TV Show,Engineering Girls,,India,1/10/2019,TV-MA,1 Season,"International TV Shows, TV Comedies","Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.",10/1/2019
s2007,Movie,English Babu Desi Mem,Praveen Nischol,India,1/5/2017,TV-14,163 min,"Comedies, Dramas, International Movies","After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.",5/1/2017
s2008,Movie,Enissa Amani: Ehrenwort,Max Amini,Germany,26/4/2018,TV-MA,66 min,Stand-Up Comedy,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",26/4/2018
s2009,Movie,Enlighten Us,Jenny Carchman,United States,18/1/2017,TV-14,93 min,Documentaries,This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers.,18/1/2017
s2010,Movie,Enola Holmes,Harry Bradbeer,United Kingdom,23/9/2020,PG-13,124 min,"Action & Adventure, Children & Family Movies, Dramas","While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",23/9/2020
s2011,TV Show,Entangled,,South Korea,1/8/2017,TV-14,1 Season,"International TV Shows, TV Dramas","When the children of two families become friends, they begin to unravel a horrific crime in the past that already linked their fathers to each other.",8/1/2017
s2012,Movie,Entanglement,Jason James,Canada,9/12/2018,TV-MA,85 min,"Dramas, Independent Movies, Romantic Movies","After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny.",12/9/2018
s2013,Movie,Enter the Anime,Alex Burunova,"United States, Japan",5/8/2019,TV-MA,59 min,"Documentaries, International Movies","What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers.",8/5/2019
s2014,Movie,Enter the Dragon,Robert Clouse,"Hong Kong, United States",1/1/2021,R,103 min,"Action & Adventure, Classic Movies","Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord.",1/1/2021
s2015,Movie,Enter the Warriors Gate,Matthias Hoene,"France, Canada, China, Cambodia",5/8/2017,PG-13,105 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","An avid gamer is magically transported to ancient China, where he must become a warrior in order to save the princess from an evil warlord.",8/5/2017
s2016,TV Show,Episodes,,"United Kingdom, United States",6/1/2018,TV-MA,5 Seasons,"Classic & Cult TV, TV Comedies","Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character.",1/6/2018
s2017,Movie,Equals,Drake Doremus,"United States, Indonesia",28/10/2018,PG-13,102 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",Two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions.,28/10/2018
s2018,TV Show,Equestria Girls: Tales of Canterlot High,,"United States, Canada",1/10/2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","In an alternate universe Equestria, the ponies have become teenage girls who must learn what it means to be human while attending Canterlot High.",10/1/2017
s2019,Movie,Equilibrium,Kurt Wimmer,United States,8/6/2019,R,107 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death.",6/8/2019
s2020,TV Show,Equinox,,"Denmark, United States",30/12/2020,TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers","Haunted by visions after her sister vanished with her classmates 21 years before, Astrid begins an investigation that uncovers the dark, eerie truth.",30/12/2020
s2021,TV Show,Erased,,Japan,1/9/2020,TV-14,1 Season,"Anime Series, International TV Shows, TV Thrillers","Satoru Fujinuma can travel back in time to save others' lives. When he wakes up 18 years in the past, he has a chance to save his murdered classmates.",9/1/2020
s2022,Movie,Eric Andre: Legalize Everything,Eric Notarnicola,United States,23/6/2020,TV-MA,52 min,Stand-Up Comedy,"Eric Andre takes the stage in New Orleans and tackles flawed fast-food icons, the wonders of autofill and the bizarre choice for the ""Cops"" theme song.",23/6/2020
s2023,Movie,Eric ldle's What About Dick?,"Eric Idle, Aubrey Powell",United States,2/10/2018,TV-MA,81 min,"Comedies, Music & Musicals","In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.",10/2/2018
s2024,Movie,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,"Spain, France",12/10/2018,TV-MA,99 min,"Horror Movies, International Movies, Sci-Fi & Fantasy","A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore.",10/12/2018
s2025,Movie,Escape from Mr. Lemoncello’s Library,Scott McAboy,United States,2/11/2019,TV-Y,69 min,Children & Family Movies,An eccentric game designer builds a library full of traps and tricks for a group of kids who score the chance to navigate his elaborate scavenger hunt.,11/2/2019
s2026,Movie,"Escape from the ""Liberty"" Cinema",Wojciech Marczewski,Poland,1/10/2019,TV-MA,88 min,"Comedies, Dramas, Independent Movies","Artistic rebellion ignites at the movies when film characters suddenly speak freely to the audience, prompting a surly censor to combat the uprising.",10/1/2019
s2027,Movie,Escaping Tel Aviv,Sherif Arafa,Egypt,19/5/2020,TV-14,120 min,"Action & Adventure, International Movies","After her husband reveals he's an undercover Mossad agent, an Egyptian woman and their children are taken to Israel, prompting an urgent rescue mission.",19/5/2020
s2028,TV Show,Especial 20 años Fútbol de Primera,,,20/5/2020,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","Revisit the emotional bouts and memorable highlights from the past two decades in this special celebrating esteemed TV show ""Fútbol de Primera.""",20/5/2020
s2029,Movie,Esperando La Carroza,Alejandro Doria,Argentina,15/7/2018,NR,95 min,"Comedies, Cult Movies, International Movies",Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?,15/7/2018
s2030,Movie,Estar o no estar,Marcelo González,Mexico,14/1/2017,TV-14,100 min,"Dramas, International Movies, Romantic Movies","An ill and addled man recalls what seems to be a brief but powerful past romance with a kindred spirit, a young Russian woman who lived a lonely life.",14/1/2017
s2031,TV Show,Eternal Love,,China,17/11/2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After the deities Bai Qian and Ye Hua meet and fall in love, their romance stands the test of three lifetimes — each an epic in its own right.",17/11/2018
s2032,Movie,Ethirmarai,,India,1/4/2018,TV-14,91 min,"International Movies, Music & Musicals, Thrillers","While investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders.",4/1/2018
s2033,TV Show,Ethos,,Turkey,12/11/2020,TV-MA,1 Season,"International TV Shows, TV Dramas",A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine.,11/12/2020
s2034,TV Show,Eugenie Nights,,Egypt,11/3/2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In 1940s Port Said, Kariman finds comfort and solace in the arms of an unhappily married man, who also happens to be her abusive husband's brother.",3/11/2019
s2035,Movie,Euphoria,Valeria Golino,Italy,1/11/2019,R,110 min,"Dramas, International Movies, LGBTQ Movies","An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances.",11/1/2019
s2036,TV Show,Eurovision Song Contest,,,23/7/2019,TV-PG,1 Season,International TV Shows,Singers from all over Europe represent their countries in an international showdown and vie for superstar glory.,23/7/2019
s2037,Movie,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,United States,26/6/2020,PG-13,124 min,"Comedies, Music & Musicals, Romantic Movies","Two small-town singers chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",26/6/2020
s2038,Movie,Evan Almighty,Tom Shadyac,United States,16/4/2019,PG,96 min,"Children & Family Movies, Comedies, Faith & Spirituality","God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis.",16/4/2019
s2039,Movie,EVANGELION: DEATH (TRUE)²,Hideaki Anno,Japan,21/6/2019,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies","Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all.",21/6/2019
s2040,Movie,Eve's Apple,Jose Manuel Colón,Spain,1/1/2018,TV-MA,91 min,"Documentaries, International Movies",Interviews with global policymakers and girls in Gambia and Kenya detail the horrors of female genital mutilation and the growing efforts to end it.,1/1/2018
s2041,Movie,Evelyn,Orlando von Einsiedel,United Kingdom,10/9/2019,TV-MA,96 min,"Documentaries, International Movies","Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing.",9/10/2019
s2042,Movie,Even the Rain,Icíar Bollaín,"Spain, Mexico, France",17/5/2011,TV-MA,103 min,"Dramas, International Movies","While making a film about the incursion of Christopher Columbus in the New World, a director finds the Bolivian locals protesting modern exploitation.",17/5/2011
s2043,Movie,Evening Shadows,Sridhar Rangayan,India,27/2/2019,TV-PG,102 min,"Dramas, Independent Movies, International Movies","When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values.",27/2/2019
s2044,Movie,Event Horizon,Paul W.S. Anderson,"United Kingdom, United States",1/1/2020,R,96 min,"Horror Movies, Sci-Fi & Fantasy","After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.",1/1/2020
s2045,TV Show,Ever After High,,Canada,6/8/2020,TV-Y7,5 Seasons,Kids' TV,The kids of fairy-tale characters attend a school with two cliques: those who accept their fairy-tale destinies and those who want to write their own.,8/6/2020
s2046,Movie,Every Time I Die,Robi Michael,United States,25/2/2020,TV-MA,98 min,"Dramas, Independent Movies, Thrillers","After a paramedic’s violent death during a weekend trip, his spirit inhabits his friends’ bodies in an effort to save them from a similar fate.",25/2/2020
s2047,Movie,Everybody Knows,Asghar Farhadi,"Spain, France, Italy",6/6/2019,R,133 min,"Dramas, International Movies, Thrillers","Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted.",6/6/2019
s2048,Movie,Everyday I Love You,Mae Czarina Cruz,Philippines,4/3/2019,TV-14,124 min,"Dramas, International Movies, Romantic Movies","While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan.",3/4/2019
s2049,TV Show,Everyday Miracles,,United Kingdom,1/8/2017,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Materials scientist Mark Miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors.,8/1/2017
s2050,Movie,Everything About Her,Joyce Bernal,Philippines,14/3/2019,TV-MA,127 min,"Comedies, Dramas, International Movies",A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son.,14/3/2019
s2051,TV Show,Everything Sucks!,,United States,16/2/2018,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows","It's 1996 in a town called Boring, where high school misfits in the AV and drama clubs brave the ups and downs of teenage life in the VHS era.",16/2/2018
s2052,TV Show,Evil,,United States,1/10/2020,TV-14,1 Season,TV Dramas,A forensic psychologist partners with a Catholic priest-in-training to investigate miracles and demonic possession in this supernatural drama.,10/1/2020
s2053,TV Show,Evil Genius,"Trey Borzillieri, Barbara Schroeder",United States,11/5/2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck – and gets weirder from there.,5/11/2018
s2054,Movie,Evolution,Ivan Reitman,United States,20/11/2019,PG-13,102 min,"Comedies, Sci-Fi & Fantasy","After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",20/11/2019
s2055,Movie,Evvarikee Cheppoddu,Basava Shankar Eeday,India,27/11/2019,TV-14,134 min,"Comedies, International Movies, Romantic Movies","When caste differences throw a wrench into their otherwise blossoming relationship, a couple must somehow convince the girl’s father to let them marry.",27/11/2019
s2056,Movie,Ex Machina,Alex Garland,United Kingdom,26/7/2018,R,108 min,"Dramas, Independent Movies, International Movies","A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence.",26/7/2018
s2057,TV Show,Ex-Boyfriend,,China,1/1/2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart.",1/1/2017
s2058,TV Show,Examination of Conscience,,Spain,25/1/2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts.",25/1/2019
s2059,TV Show,Exclusive Edition,James Lee,,14/8/2017,TV-14,1 Season,"International TV Shows, TV Dramas","Young journalists working for a magazine juggle careers, romance and other challenges while reporting on social issues and news stories in Malaysia.",14/8/2017
s2060,Movie,Executive Decision,Stuart Baird,United States,1/11/2019,R,133 min,Action & Adventure,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",11/1/2019
s2061,Movie,Exes Baggage,Dan Villegas,Philippines,22/10/2020,TV-MA,103 min,"Dramas, International Movies, Romantic Movies","After years apart, a former couple reunites and gets reacquainted with the pains of love as they work to heal wounds from the past.",22/10/2020
s2062,TV Show,Exhibit A,,United States,28/6/2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, Science & Nature TV",This true crime series shows how innocent people have been convicted with dubious forensic techniques and tools such as touch DNA and cadaver dogs.,28/6/2019
s2063,Movie,Exit Afghanistan,"Anders Sømme Hammer, Marius Arnesen, Klaus Erik Okstad, Olav Njaastad",Norway,1/7/2016,TV-MA,58 min,"Documentaries, International Movies","Featuring interviews with participants on all sides, this documentary questions Norway and the West's protracted military involvement in Afghanistan.",7/1/2016
s2064,Movie,Exit Strategy,Michael Whitton,United States,3/3/2019,NR,79 min,"Comedies, Romantic Movies","When James's living situation turns sour, he has little choice but to move in with his new girlfriend – a decision he almost immediately regrets.",3/3/2019
s2065,Movie,Exit Wounds,Andrzej Bartkowiak,United States,1/10/2019,R,101 min,Action & Adventure,Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.,10/1/2019
s2066,Movie,Expedition China,Ben Wallis,,4/3/2018,TV-G,78 min,Documentaries,"Cinematographers visit the remote forests and mountains of China in hopes of capturing footage of pandas, monkeys, red-crowned cranes and more.",3/4/2018
s2067,Movie,Expedition Happiness,Selima Taibi,Germany,31/1/2018,TV-PG,96 min,"Documentaries, International Movies","A filmmaker and his musician girlfriend attempt an epic road trip with their dog, traveling across North America in a refurbished school bus.",31/1/2018
s2068,Movie,Expelled from Paradise,Seiji Mizushima,Japan,25/6/2018,TV-MA,103 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","In the wake of a global catastrophe, the human survivors are ""uploaded"" into a cyber network, but someone or something is infiltrating the system.",25/6/2018
s2069,TV Show,Explained,,United States,26/9/2019,TV-MA,2 Seasons,"Docuseries, Science & Nature TV","This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop.",26/9/2019
s2070,Movie,Expo,Joseph Mbah,United States,29/8/2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies","Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim.",29/8/2019
s2071,Movie,Extinction,Ben Young,United States,27/7/2018,TV-MA,95 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants.",27/7/2018
s2072,Movie,Extraction,Sam Hargrave,United States,24/4/2020,R,117 min,Action & Adventure,A hardened mercenary's mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,24/4/2020
s2073,TV Show,Extracurricular,,South Korea,29/4/2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.,29/4/2020
s2074,TV Show,Extras,,"United Kingdom, United States",31/3/2017,TV-MA,2 Seasons,"British TV Shows, TV Comedies","Grasping hungrily for stardom, bit actor Andy Millman and his pal Maggie spend their days chasing after work as film and TV extras.",31/3/2017
s2075,TV Show,Extreme Engagement,,,12/7/2019,TV-MA,1 Season,"International TV Shows, Reality TV",An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?,7/12/2019
s2076,Movie,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,United States,3/5/2019,R,110 min,"Dramas, Independent Movies",Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.,5/3/2019
s2077,Movie,Extremis,Dan Krauss,United States,13/9/2016,TV-PG,25 min,Documentaries,"Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices.",13/9/2016
s2078,Movie,Eye For An Eye,Paco Plaza,"Spain, France, United States",15/1/2020,TV-MA,108 min,"Dramas, International Movies, Thrillers","A cartel boss is released from prison and unknowingly put in the care of a vengeful nurse, whose life was tragically impacted by the drug lord.",15/1/2020
s2079,Movie,Eyyvah Eyyvah,Hakan Algül,Turkey,10/3/2017,TV-MA,99 min,"Comedies, International Movies","A clarinet player who lives with his grandparents in a small village is forced to move to Istanbul, where he meets a singer enjoying sudden fame.",3/10/2017
